iter	Passed	Remaining
382	10258	29917
383	10283	29885
384	10311	29862
385	10335	29829
386	10359	29793
387	10384	29761
388	10415	29748
389	10444	29727
390	10466	29687
391	10493	29660
392	10522	29638
393	10549	29612
394	10572	29575
395	10594	29536
396	10621	29511
397	10647	29482
398	10677	29463
399	10706	29442
400	10733	29416
401	10760	29390
402	10786	29360
403	10791	29276
404	10815	29242
405	10841	29212
406	10867	29185
407	10892	29154
408	10921	29133
409	10952	29118
410	10979	29091
411	11004	29059
412	11025	29017
413	11051	28989
414	11076	28959
415	11101	28928
416	11129	28903
417	11156	28877
418	11161	28796
419	11191	28777
420	11217	28749
421	11241	28717
422	11270	28695
423	11296	28666
424	11323	28640
425	11348	28610
426	11373	28579
427	11401	28556
428	11429	28534
429	11439	28465
430	11466	28439
431	11490	28407
432	11517	28381
433	11541	28347
434	11566	28318
435	11589	28281
436	11615	28254
437	11624	28185
438	11652	28162
439	11678	28133
440	11704	28105
441	11732	28083
442	11758	28055
443	11781	28020
444	11807	27993
445	11830	27958
446	11856	27930
447	11878	27892
448	11907	27873
449	11933	27845
450	11961	27821
451	11990	27800
452	12012	27763
453	12017	27688
454	12041	27655
455	12071	27638
456	12096	27608
457	12122	27580
458	12145	27544
459	12169	27513
460	12199	27494
461	12225	27467
462	12245	27427
463	12269	27395
464	12296	27368
465	12318	27332
466	12345	27307
467	12374	27287
468	12399	27257
469	12425	27230
470	12454	27209
471	12479	27180
472	12504	27149
473	12529	27120
474	12553	27089
475	12578	27058
476	12604	27031
477	12630	27004
478	12658	26982
479	12680	26946
480	12711	26928
481	12737	26902
482	12761	26869
483	12788	26845
484	12820	26830
485	12847	26805
486	12871	26773
487	12894	26739
488	12918	26709
489	12946	26685
490	12970	26655
491	12998	26631
492	13023	26602
493	13048	26571
494	13074	26545
495	13105	26528
496	13134	26507
497	13159	26476
498	13184	26447
499	13212	26425
500	13234	26390
501	13257	26357
502	13282	26328
503	13303	26290
504	13330	26264
505	13355	26235
506	13379	26204
507	13382	26133
508	13409	26107
509	13436	26083
510	13459	26050
511	13488	26027
512	13509	25992
513	13539	25973
514	13567	25949
515	13595	25927
516	13617	25891
517	13642	25863
518	13669	25837
519	13696	25813
520	13721	25784
521	13748	25758
522	13774	25731
523	13800	25705
524	13826	25678
525	13855	25655
526	13883	25633
527	13909	25606
528	13932	25573
529	13957	25545
530	13989	25528
531	14015	25501
532	14041	25474
533	14067	25447
534	14092	25419
535	14118	25391
536	14148	25372
537	14170	25339
538	14197	25313
539	14223	25286
540	14243	25248
541	14270	25223
542	14294	25192
543	14319	25165
544	14346	25139
545	14373	25114
546	14399	25086
547	14423	25057
548	14449	25029
549	14474	25000
550	14498	24970
551	14522	24940
552	14553	24921
553	14579	24896
554	14606	24870
555	14631	24841
556	14656	24814
557	14683	24787
558	14712	24765
559	14735	24734
560	14762	24709
561	14786	24678
562	14814	24655
563	14842	24632
564	14880	24626
565	14915	24613
566	14949	24599
567	14977	24576
568	15000	24544
569	15023	24511
570	15048	24484
571	15071	24451
572	15093	24418
573	15114	24383
574	15135	24348
575	15164	24326
576	15189	24298
577	15214	24269
578	15238	24239
579	15265	24213
580	15294	24192
581	15325	24172
582	15332	24117
583	15359	24091
584	15388	24068
585	15416	24044
586	15422	23987
587	15456	23974
588	15484	23949
589	15507	23917
590	15531	23887
591	15537	23831
592	15565	23808
593	15590	23779
594	15618	23756
595	15645	23730
596	15670	23703
597	15698	23679
598	15723	23650
599	15742	23613
600	15772	23592
601	15794	23561
602	15819	23532
603	15844	23503
604	15853	23452
605	15882	23430
606	15907	23402
607	15934	23377
608	15961	23352
609	15989	23328
610	16017	23305
611	16046	23283
612	16078	23265
613	16105	23239
614	16128	23209
615	16153	23181
616	16181	23156
617	16207	23130
618	16236	23108
619	16259	23078
620	16289	23057
621	16312	23025
622	16335	22995
623	16358	22964
624	16381	22933
625	16407	22907
626	16435	22883
627	16460	22856
628	16489	22834
629	16515	22807
630	16541	22780
631	16567	22753
632	16591	22724
633	16612	22690
634	16641	22669
635	16667	22642
636	16692	22615
637	16717	22586
638	16744	22562
639	16777	22544
640	16801	22515
641	16828	22490
642	16851	22460
643	16877	22433
644	16902	22405
645	16925	22375
646	16953	22351
647	16984	22331
648	17014	22309
649	17036	22277
650	17065	22255
651	17092	22230
652	17116	22201
653	17143	22176
654	17166	22146
655	17188	22114
656	17213	22087
657	17242	22063
658	17265	22033
659	17289	22005
660	17319	21983
661	17345	21957
662	17371	21930
663	17397	21903
664	17418	21870
665	17444	21844
666	17470	21818
667	17494	21789
668	17523	21766
669	17551	21742
670	17576	21715
671	17604	21691
672	17631	21666
673	17659	21642
674	17681	21610
675	17707	21584
676	17732	21556
677	17756	21528
678	17780	21499
679	17801	21466
680	17824	21436
681	17851	21411
682	17878	21386
683	17906	21361
684	17929	21332
685	17954	21304
686	17981	21279
687	18010	21256
688	18036	21229
689	18064	21206
690	18088	21177
691	18116	21153
692	18137	21121
693	18165	21096
694	18191	21070
695	18213	21039
696	18241	21015
697	18268	20991
698	18296	20966
699	18323	20941
700	18351	20917
701	18378	20891
702	18402	20863
703	18427	20835
704	18448	20804
705	18477	20780
706	18501	20752
707	18527	20725
708	18555	20701
709	18580	20673
710	18605	20646
711	18629	20618
712	18661	20597
713	18688	20572
714	18715	20547
715	18740	20520
716	18767	20494
717	18791	20466
718	18822	20445
719	18849	20420
720	18868	20385
721	18892	20358
722	18922	20335
723	18945	20305
724	18973	20281
725	18996	20252
726	19022	20225
727	19049	20200
728	19079	20178
729	19106	20153
730	19134	20129
731	19158	20101
732	19187	20077
733	19218	20056
734	19243	20028
735	19270	20003
736	19296	19976
737	19324	19953
738	19348	19924
739	19375	19898
740	19403	19875
741	19427	19846
742	19451	19818
743	19480	19795
744	19508	19770
745	19535	19744
746	19560	19717
747	19588	19692
748	19615	19667
749	19639	19639
750	19664	19611
751	19689	19585
752	19712	19555
753	19741	19531
754	19764	19503
755	19792	19478
756	19821	19454
757	19847	19428
758	19871	19400
759	19894	19371
760	19917	19342
761	19943	19315
762	19967	19287
763	19992	19259
764	20022	19236
765	20048	19210
766	20078	19188
767	20104	19161
768	20130	19135
769	20158	19111
770	20185	19085
771	20209	19057
772	20234	19030
773	20258	19002
774	20284	18975
775	20307	18946
776	20335	18921
777	20360	18894
778	20384	18866
779	20409	18839
780	20438	18816
781	20463	18789
782	20489	18762
783	20520	18740
784	20544	18712
785	20573	18689
786	20611	18673
787	20635	18645
788	20661	18618
789	20683	18588
790	20707	18560
791	20733	18534
792	20761	18510
793	20787	18483
794	20812	18456
795	20839	18430
796	20865	18404
797	20889	18376
798	20914	18349
799	20943	18325
800	20970	18300
801	20995	18272
802	21020	18245
803	21046	18219
804	21071	18191
805	21098	18166
806	21122	18139
807	21149	18113
808	21177	18088
809	21206	18064
810	21239	18044
811	21268	18020
812	21294	17994
813	21324	17971
814	21351	17945
815	21378	17920
816	21405	17894
817	21433	17870
818	21460	17844
819	21489	17820
820	21516	17794
821	21543	17769
822	21570	17744
823	21596	17717
824	21621	17690
825	21651	17667
826	21676	17639
827	21702	17613
828	21729	17588
829	21754	17561
830	21777	17532
831	21802	17504
832	21821	17472
833	21846	17445
834	21874	17420
835	21898	17392
836	21922	17364
837	21946	17337
838	21972	17311
839	22000	17286
840	22025	17259
841	22050	17231
842	22077	17206
843	22101	17178
844	22124	17149
845	22151	17124
846	22174	17095
847	22202	17070
848	22225	17042
849	22254	17017
850	22280	16991
851	22307	16966
852	22332	16939
853	22358	16913
854	22387	16888
855	22410	16860
856	22437	16835
857	22462	16807
858	22492	16784
859	22517	16757
860	22542	16730
861	22556	16694
862	22582	16668
863	22611	16644
864	22636	16617
865	22665	16593
866	22694	16569
867	22721	16543
868	22745	16515
869	22769	16488
870	22797	16463
871	22823	16437
872	22850	16411
873	22880	16388
874	22910	16364
875	22936	16338
876	22960	16310
877	22983	16282
878	23007	16254
879	23033	16228
880	23063	16204
881	23088	16177
882	23114	16151
883	23143	16127
884	23171	16102
885	23195	16074
886	23223	16049
887	23252	16025
888	23279	15999
889	23305	15973
890	23333	15948
891	23361	15923
892	23387	15896
893	23415	15872
894	23440	15845
895	23466	15818
896	23490	15791
897	23523	15769
898	23549	15743
899	23576	15717
900	23602	15691
901	23624	15662
902	23649	15635
903	23679	15611
904	23707	15586
905	23732	15559
906	23759	15533
907	23787	15508
908	23815	15483
909	23843	15458
910	23868	15431
911	23895	15406
912	23922	15380
913	23944	15351
914	23969	15324
915	23993	15296
916	24017	15269
917	24044	15243
918	24070	15217
919	24100	15194
920	24127	15168
921	24153	15141
922	24176	15113
923	24204	15088
924	24231	15062
925	24257	15036
926	24284	15010
927	24308	14982
928	24334	14956
929	24362	14931
930	24389	14906
931	24416	14880
932	24439	14852
933	24469	14828
934	24493	14800
935	24522	14776
936	24552	14752
937	24578	14726
938	24604	14699
939	24627	14671
940	24652	14645
941	24679	14619
942	24711	14596
943	24739	14571
944	24762	14543
945	24789	14517
946	24811	14488
947	24840	14464
948	24864	14436
949	24879	14403
950	24906	14378
951	24929	14350
952	24958	14325
953	24985	14299
954	25015	14275
955	25043	14250
956	25070	14224
957	25097	14199
958	25126	14174
959	25154	14149
960	25178	14122
961	25207	14097
962	25228	14068
963	25257	14043
964	25282	14016
965	25308	13990
966	25328	13960
967	25351	13932
968	25380	13908
969	25407	13882
970	25432	13855
971	25466	13833
972	25493	13808
973	25518	13780
974	25528	13746
975	25554	13720
976	25581	13694
977	25605	13666
978	25631	13640
979	25659	13615
980	25684	13588
981	25708	13561
982	25737	13536
983	25762	13509
984	25790	13484
985	25819	13459
986	25846	13433
987	25872	13407
988	25897	13380
989	25926	13355
990	25951	13329
991	25975	13302
992	26004	13277
993	26033	13252
994	26061	13227
995	26088	13201
996	26111	13173
997	26137	13147
998	26168	13123
999	26202	13101
1000	26235	13078
1001	26265	13054
1002	26300	13032
1003	26333	13009
1004	26371	12988
1005	26409	12968
1006	26435	12942
1007	26468	12918
1008	26498	12894
1009	26527	12869
1010	26561	12847
1011	26585	12819
1012	26596	12786
1013	26624	12760
1014	26657	12737
1015	26686	12712
1016	26709	12684
1017	26735	12658
1018	26762	12632
1019	26790	12607
1020	26815	12580
1021	26844	12555
1022	26870	12528
1023	26899	12503
1024	26925	12477
1025	26956	12453
1026	26980	12426
1027	27010	12401
1028	27037	12375
1029	27064	12349
1030	27095	12325
1031	27122	12299
1032	27150	12274
1033	27179	12249
1034	27204	12222
1035	27233	12197
1036	27264	12172
1037	27293	12148
1038	27315	12119
1039	27343	12094
1040	27369	12067
1041	27392	12039
1042	27418	12013
1043	27442	11986
1044	27469	11960
1045	27495	11933
1046	27523	11908
1047	27547	11881
1048	27574	11855
1049	27601	11829
1050	27628	11803
1051	27657	11778
1052	27684	11752
1053	27710	11725
1054	27731	11697
1055	27761	11672
1056	27790	11647
1057	27823	11623
1058	27856	11600
1059	27888	11576
1060	27917	11551
1061	27953	11528
1062	27982	11503
1063	28013	11479
1064	28043	11454
1065	28076	11430
1066	28110	11407
1067	28138	11381
1068	28167	11356
1069	28202	11333
1070	28235	11310
1071	28269	11286
1072	28302	11263
1073	28326	11235
1074	28352	11209
1075	28377	11182
1076	28405	11156
1077	28433	11130
1078	28464	11106
1079	28492	11080
1080	28529	11057
1081	28561	11033
1082	28588	11007
1083	28617	10982
1084	28645	10956
1085	28675	10931
1086	28703	10905
1087	28732	10880
1088	28758	10853
1089	28781	10825
1090	28807	10799
1091	28831	10772
1092	28856	10745
1093	28881	10718
1094	28906	10691
1095	28930	10664
1096	28956	10637
1097	28980	10610
1098	29010	10585
1099	29036	10558
1100	29064	10532
1101	29088	10505
1102	29109	10477
1103	29138	10451
1104	29163	10425
1105	29192	10399
1106	29217	10372
1107	29243	10345
1108	29267	10318
1109	29289	10291
1110	29315	10264
1111	29342	10238
1112	29370	10212
1113	29391	10183
1114	29419	10158
1115	29443	10131
1116	29471	10105
1117	29499	10079
1118	29526	10053
1119	29552	10026
1120	29577	9999
1121	29600	9972
1122	29629	9947
1123	29656	9920
1124	29683	9894
1125	29708	9867
1126	29736	9841
1127	29761	9815
1128	29797	9791
1129	29824	9765
1130	29855	9740
1131	29873	9711
1132	29900	9685
1133	29926	9658
1134	29955	9633
1135	29989	9609
1136	30020	9584
1137	30049	9558
1138	30079	9533
1139	30102	9506
1140	30126	9478
1141	30150	9451
1142	30174	9424
1143	30201	9398
1144	30231	9373
1145	30255	9345
1146	30284	9320
1147	30310	9293
1148	30337	9267
1149	30364	9241
1150	30390	9214
1151	30416	9188
1152	30442	9161
1153	30466	9134
1154	30495	9108
1155	30518	9081
1156	30549	9056
1157	30572	9029
1158	30597	9002
1159	30622	8975
1160	30648	8949
1161	30675	8922
1162	30705	8897
1163	30732	8871
1164	30756	8844
1165	30784	8818
1166	30813	8792
1167	30835	8764
1168	30859	8737
1169	30884	8711
1170	30911	8684
1171	30937	8658
1172	30963	8631
1173	30987	8604
1174	31015	8578
1175	31044	8552
1176	31071	8526
1177	31096	8500
1178	31123	8473
1179	31148	8447
1180	31173	8420
1181	31203	8394
1182	31230	8368
1183	31255	8341
1184	31279	8314
1185	31305	8288
1186	31336	8262
1187	31369	8238
1188	31397	8212
1189	31427	8186
1190	31453	8160
1191	31477	8133
1192	31503	8107
1193	31532	8081
1194	31550	8052
1195	31577	8026
1196	31599	7998
1197	31621	7971
1198	31644	7944
1199	31671	7917
1200	31696	7891
1201	31718	7863
1202	31748	7838
1203	31771	7811
1204	31797	7784
1205	31825	7758
1206	31851	7731
1207	31877	7705
1208	31902	7678
1209	31927	7651
1210	31954	7625
1211	31981	7599
1212	32008	7573
1213	32041	7548
1214	32068	7522
1215	32097	7496
1216	32120	7469
1217	32145	7442
1218	32172	7416
1219	32196	7389
1220	32222	7362
1221	32250	7336
1222	32275	7310
1223	32300	7283
1224	32333	7258
1225	32363	7233
1226	32385	7205
1227	32409	7178
1228	32437	7152
1229	32461	7125
1230	32489	7099
1231	32513	7072
1232	32542	7046
1233	32566	7020
1234	32591	6993
1235	32616	6966
1236	32641	6939
1237	32668	6913
1238	32693	6887
1239	32722	6861
1240	32746	6834
1241	32773	6807
1242	32800	6781
1243	32829	6755
1244	32854	6729
1245	32878	6702
1246	32903	6675
1247	32932	6649
1248	32959	6623
1249	32981	6596
1250	33010	6570
1251	33036	6543
1252	33063	6517
1253	33088	6491
1254	33112	6464
1255	33140	6438
1256	33168	6412
1257	33196	6385
1258	33222	6359
1259	33250	6333
1260	33276	6306
1261	33299	6280
1262	33328	6253
1263	33355	6227
1264	33380	6201
1265	33404	6174
1266	33429	6147
1267	33454	6121
1268	33482	6094
1269	33507	6068
1270	33533	6041
1271	33559	6015
1272	33587	5989
1273	33613	5962
1274	33638	5936
1275	33665	5910
1276	33691	5883
1277	33718	5857
1278	33745	5830
1279	33768	5804
1280	33794	5777
1281	33819	5750
1282	33844	5724
1283	33871	5697
1284	33898	5671
1285	33927	5645
1286	33956	5619
1287	33987	5594
1288	34010	5567
1289	34037	5541
1290	34062	5514
1291	34087	5487
1292	34113	5461
1293	34142	5435
1294	34154	5406
1295	34182	5380
1296	34208	5354
1297	34239	5328
1298	34262	5301
1299	34288	5275
1300	34314	5248
1301	34339	5222
1302	34365	5195
1303	34396	5169
1304	34423	5143
1305	34453	5117
1306	34483	5091
1307	34512	5066
1308	34537	5039
1309	34564	5013
1310	34593	4987
1311	34618	4960
1312	34649	4934
1313	34676	4908
1314	34701	4882
1315	34726	4855
1316	34753	4829
1317	34776	4802
1318	34801	4775
1319	34827	4749
1320	34856	4723
1321	34884	4697
1322	34915	4671
1323	34941	4644
1324	34963	4617
1325	34995	4592
1326	35018	4565
1327	35043	4538
1328	35068	4512
1329	35096	4486
1330	35124	4459
1331	35152	4433
1332	35174	4406
1333	35200	4380
1334	35229	4354
1335	35253	4327
1336	35281	4301
1337	35314	4275
1338	35340	4249
1339	35365	4222
1340	35392	4196
1341	35420	4170
1342	35446	4143
1343	35473	4117
1344	35502	4091
1345	35529	4065
1346	35555	4038
1347	35581	4012
1348	35606	3985
1349	35631	3959
1350	35658	3932
1351	35684	3906
1352	35694	3878
1353	35719	3851
1354	35747	3825
1355	35774	3799
1356	35797	3772
1357	35823	3745
1358	35850	3719
1359	35876	3693
1360	35887	3665
1361	35911	3638
1362	35936	3612
1363	35964	3585
1364	35993	3559
1365	36020	3533
1366	36044	3506
1367	36071	3480
1368	36099	3454
1369	36126	3428
1370	36152	3401
1371	36179	3375
1372	36210	3349
1373	36239	3323
1374	36267	3297
1375	36295	3270
1376	36321	3244
1377	36356	3218
1378	36380	3192
1379	36406	3165
1380	36434	3139
1381	36458	3112
1382	36486	3086
1383	36512	3060
1384	36540	3034
1385	36569	3007
1386	36595	2981
1387	36621	2955
1388	36650	2928
1389	36674	2902
1390	36700	2875
1391	36728	2849
1392	36753	2823
1393	36778	2796
1394	36806	2770
1395	36829	2743
1396	36858	2717
1397	36885	2691
1398	36912	2664
1399	36938	2638
1400	36962	2611
1401	36989	2585
1402	37003	2558
1403	37029	2531
1404	37052	2505
1405	37082	2479
1406	37108	2452
1407	37135	2426
1408	37160	2400
1409	37188	2373
1410	37216	2347
1411	37240	2320
1412	37266	2294
1413	37296	2268
1414	37324	2242
1415	37353	2215
1416	37377	2189
1417	37402	2162
1418	37427	2136
1419	37456	2110
1420	37483	2083
1421	37507	2057
1422	37533	2030
1423	37558	2004
1424	37584	1978
1425	37611	1951
1426	37645	1925
1427	37679	1899
1428	37713	1873
1429	37750	1847
1430	37779	1821
1431	37817	1795
1432	37855	1769
1433	37887	1743
1434	37921	1717
1435	37950	1691
1436	37979	1665
1437	38004	1638
1438	38031	1612
1439	38056	1585
1440	38070	1558
1441	38098	1532
1442	38121	1505
1443	38152	1479
1444	38176	1453
1445	38199	1426
1446	38224	1400
1447	38249	1373
1448	38276	1347
1449	38300	1320
1450	38328	1294
1451	38349	1267
1452	38374	1241
1453	38399	1214
1454	38424	1188
1455	38448	1161
1456	38477	1135
1457	38503	1109
1458	38528	1082
1459	38553	1056
1460	38585	1029
1461	38614	1003
1462	38640	977
1463	38667	950
1464	38692	924
1465	38719	897
1466	38749	871
1467	38777	845
1468	38804	818
1469	38834	792
1470	38858	766
1471	38884	739
1472	38914	713
1473	38943	686
1474	38967	660
1475	39001	634
1476	39021	607
1477	39047	581
1478	39078	554
1479	39119	528
1480	39158	502
1481	39192	476
1482	39224	449
1483	39255	423
1484	39293	396
1485	39333	370
1486	39373	344
1487	39412	317
1488	39446	291
1489	39470	264
1490	39496	238
1491	39522	211
1492	39545	185
1493	39566	158
1494	39591	132
1495	39615	105
1496	39642	79
1497	39666	52
1498	39697	26
1499	39719	0
