iter	RMSE
864	61916.17658
865	61914.7466
866	61910.2599
867	61906.33746
868	61902.06521
869	61901.57006
870	61898.14988
871	61894.39768
872	61890.28898
873	61884.29334
874	61878.4227
875	61870.99519
876	61867.10978
877	61863.79492
878	61860.90527
879	61859.37615
880	61855.96721
881	61852.64841
882	61850.11882
883	61848.33743
884	61845.65903
885	61840.60544
886	61837.07175
887	61831.08461
888	61829.50317
889	61826.29265
890	61822.13393
891	61817.9267
892	61815.10573
893	61811.32996
894	61806.04304
895	61800.04739
896	61797.63217
897	61792.82352
898	61789.2578
899	61783.30624
900	61782.46994
901	61778.90696
902	61772.26483
903	61767.6162
904	61761.96066
905	61757.05876
906	61753.59964
907	61751.01289
908	61746.42865
909	61746.14473
910	61738.28988
911	61735.44167
912	61731.80521
913	61727.99292
914	61725.62212
915	61722.50554
916	61719.59198
917	61716.05995
918	61708.93064
919	61706.37142
920	61701.72727
921	61695.33066
922	61689.75286
923	61689.18093
924	61685.53266
925	61683.31031
926	61679.18878
927	61677.72905
928	61672.94106
929	61667.89522
930	61664.70284
931	61661.5202
932	61658.64641
933	61654.63481
934	61649.76416
935	61648.55573
936	61646.44451
937	61643.55277
938	61640.49785
939	61638.57579
940	61633.99246
941	61627.70327
942	61625.93878
943	61622.71722
944	61620.78381
945	61618.31656
946	61617.60159
947	61613.72833
948	61612.345
949	61610.62902
950	61605.96786
951	61604.62834
952	61602.45597
953	61600.59779
954	61599.15363
955	61597.04607
956	61590.32267
957	61581.95242
958	61580.16666
959	61575.13057
960	61572.16161
961	61569.451
962	61568.07723
963	61565.78059
964	61563.25264
965	61560.97149
966	61555.55949
967	61551.56997
968	61550.32923
969	61545.71827
970	61539.54703
971	61535.96726
972	61528.012
973	61524.68244
974	61521.43094
975	61514.97763
976	61514.60895
977	61509.52615
978	61507.07416
979	61502.94277
980	61501.10667
981	61498.24412
982	61495.05064
983	61493.20292
984	61489.45314
985	61481.37999
986	61475.14597
987	61472.52323
988	61470.53622
989	61462.55555
990	61458.73717
991	61451.79929
992	61449.86947
993	61448.059
994	61443.29565
995	61441.49047
996	61434.97389
997	61434.14472
998	61432.09765
999	61427.24405
1000	61422.9822
1001	61421.3837
1002	61415.32896
1003	61413.52042
1004	61409.63079
1005	61406.85586
1006	61406.02005
1007	61403.35938
1008	61396.9902
1009	61393.59757
1010	61390.15813
1011	61388.60973
1012	61387.10431
1013	61381.79097
1014	61380.03276
1015	61377.44612
1016	61375.18613
1017	61372.16484
1018	61371.79113
1019	61370.03376
1020	61366.071
1021	61364.06762
1022	61358.15523
1023	61354.30711
1024	61352.92827
1025	61348.12687
1026	61345.93049
1027	61341.17018
1028	61339.05454
1029	61334.05126
1030	61331.12549
1031	61328.77734
1032	61327.0409
1033	61320.93529
1034	61318.6574
1035	61315.61721
1036	61310.47022
1037	61305.82812
1038	61304.90939
1039	61303.39897
1040	61300.22043
1041	61298.51023
1042	61296.40441
1043	61293.41919
1044	61289.29404
1045	61286.96711
1046	61282.49027
1047	61277.99245
1048	61275.64007
1049	61274.20066
1050	61268.34069
1051	61265.74073
1052	61264.30298
1053	61260.11973
1054	61258.00112
1055	61251.21071
1056	61244.97217
1057	61241.30942
1058	61240.01038
1059	61235.44373
1060	61232.0512
1061	61228.70232
1062	61223.69836
1063	61221.9773
1064	61219.70297
1065	61215.45005
1066	61213.94542
1067	61210.20286
1068	61207.89701
1069	61203.75251
1070	61202.42894
1071	61200.22068
1072	61196.7175
1073	61193.91201
1074	61192.97031
1075	61188.97196
1076	61186.61232
1077	61180.15996
1078	61177.6339
1079	61174.44523
1080	61170.39406
1081	61168.86948
1082	61167.19313
1083	61164.2031
1084	61161.1333
1085	61158.15933
1086	61155.47876
1087	61151.87378
1088	61149.00034
1089	61145.19301
1090	61141.97927
1091	61139.7539
1092	61135.98265
1093	61134.65682
1094	61132.82272
1095	61130.0563
1096	61128.82524
1097	61124.38583
1098	61119.70355
1099	61113.85036
1100	61107.8194
1101	61105.7969
1102	61104.05826
1103	61102.69856
1104	61100.13399
1105	61097.43806
1106	61093.70539
1107	61090.05484
1108	61087.49785
1109	61084.9609
1110	61081.84949
1111	61080.57362
1112	61076.98732
1113	61075.58043
1114	61073.92963
1115	61069.24423
1116	61067.09108
1117	61061.10848
1118	61058.08719
1119	61058.0116
1120	61054.81554
1121	61050.86424
1122	61048.59163
1123	61047.40428
1124	61045.62662
1125	61043.37477
1126	61042.41212
1127	61040.41775
1128	61036.3148
1129	61030.85861
1130	61029.22417
1131	61027.99506
1132	61023.67922
1133	61019.95629
1134	61016.09217
1135	61010.30638
1136	61007.78601
1137	61005.57049
1138	61003.9431
1139	61002.25877
1140	61000.47247
1141	60997.1841
1142	60995.78096
1143	60992.29989
1144	60991.2842
1145	60989.70127
1146	60987.91252
1147	60982.29716
1148	60978.72156
1149	60977.49091
1150	60972.31353
1151	60970.8797
1152	60967.85002
