iter	RMSE
1383	74137.49954
1384	74124.64516
1385	74112.35698
1386	74095.81352
1387	74078.3278
1388	74060.0861
1389	74049.51355
1390	74034.63872
1391	74024.47982
1392	74012.11582
1393	73996.20616
1394	73985.60752
1395	73971.18359
1396	73956.97886
1397	73942.13797
1398	73931.46892
1399	73919.17457
1400	73906.19503
1401	73894.86533
1402	73880.18366
1403	73866.85311
1404	73859.76687
1405	73844.13878
1406	73833.26264
1407	73825.44267
1408	73812.79837
1409	73805.85401
1410	73796.17999
1411	73779.22865
1412	73767.99417
1413	73748.56663
1414	73738.05555
1415	73731.59358
1416	73710.36395
1417	73703.63332
1418	73691.46397
1419	73681.62079
1420	73673.05852
1421	73658.97429
1422	73644.28323
1423	73628.56361
1424	73615.59672
1425	73599.23849
1426	73577.82444
1427	73559.19591
1428	73548.60007
1429	73533.87431
1430	73524.29419
1431	73511.08636
1432	73499.91056
1433	73484.32855
1434	73469.60492
1435	73458.0817
1436	73446.41613
1437	73430.33767
1438	73413.58708
1439	73398.304
1440	73389.10132
1441	73373.77132
1442	73358.37197
1443	73345.85556
1444	73335.73669
1445	73325.98476
1446	73315.33285
1447	73307.217
1448	73293.0894
1449	73278.1174
1450	73257.80623
1451	73246.70872
1452	73233.12414
1453	73220.65395
1454	73210.75046
1455	73198.51662
1456	73188.68589
1457	73172.54946
1458	73159.17503
1459	73146.64003
1460	73134.79317
1461	73126.18456
1462	73110.37152
1463	73102.18476
1464	73087.39168
1465	73077.26723
1466	73063.91057
1467	73052.98536
1468	73044.24105
1469	73029.00184
1470	73021.13537
1471	73001.10378
1472	72992.65747
1473	72980.97184
1474	72964.86709
1475	72949.50614
1476	72933.35497
1477	72912.00699
1478	72902.58188
1479	72889.68557
1480	72878.67602
1481	72867.92354
1482	72854.7111
1483	72841.1993
1484	72831.9412
1485	72818.56562
1486	72803.38204
1487	72779.74286
1488	72766.87751
1489	72755.10641
1490	72746.68043
1491	72722.4087
1492	72703.6272
1493	72692.76515
1494	72678.69863
1495	72665.54245
1496	72656.69139
1497	72644.22994
1498	72623.19251
1499	72615.1904
1500	72599.80768
1501	72587.80795
1502	72575.02816
1503	72560.90408
1504	72549.06429
1505	72537.48074
1506	72527.86834
1507	72519.46272
1508	72507.88747
1509	72487.3233
1510	72479.05528
1511	72468.30919
1512	72453.63348
1513	72440.27381
1514	72420.81253
1515	72405.45138
1516	72397.40831
1517	72377.57006
1518	72365.36652
1519	72356.85777
1520	72346.67567
1521	72334.59952
1522	72322.03743
1523	72311.33807
1524	72297.86604
1525	72290.50083
1526	72279.38501
1527	72271.8921
1528	72255.2473
1529	72241.86374
1530	72232.88135
1531	72224.1626
1532	72206.43931
1533	72183.81738
1534	72171.60365
1535	72165.02321
1536	72145.9357
1537	72132.13312
1538	72118.28619
1539	72107.90576
1540	72091.48868
1541	72076.51191
1542	72056.13308
1543	72039.18462
1544	72032.10385
1545	72017.32099
1546	72004.17693
1547	71985.35279
1548	71972.6303
1549	71961.90924
1550	71946.70752
1551	71939.27518
1552	71924.96138
1553	71913.36085
1554	71900.50961
1555	71890.47897
1556	71880.25721
1557	71868.35954
1558	71852.9642
1559	71846.36003
1560	71836.23975
1561	71827.88181
1562	71815.59329
1563	71804.43087
1564	71785.19126
1565	71777.68869
1566	71767.59782
1567	71759.47252
1568	71742.04039
1569	71729.78674
1570	71714.67336
1571	71698.59617
1572	71688.4875
1573	71677.45183
1574	71666.74933
1575	71656.34114
1576	71647.27845
1577	71630.6288
1578	71622.90081
1579	71617.56519
1580	71599.34691
1581	71585.02998
1582	71578.11887
1583	71568.12176
1584	71554.98117
1585	71541.50769
1586	71530.66776
1587	71520.23673
1588	71495.25382
1589	71474.30336
1590	71453.1464
1591	71438.74104
1592	71424.83221
1593	71410.8301
1594	71398.5792
1595	71386.58174
1596	71374.64275
1597	71367.57633
1598	71350.11659
1599	71334.90679
1600	71321.38147
1601	71308.96372
1602	71292.32657
1603	71281.20244
1604	71268.53346
1605	71254.79991
1606	71243.01015
1607	71230.23586
1608	71220.08201
1609	71206.09217
1610	71184.60002
1611	71172.05576
1612	71160.62694
1613	71150.55288
1614	71137.73599
1615	71123.70497
1616	71108.63723
1617	71097.59484
1618	71086.35256
1619	71077.09194
1620	71065.29959
1621	71053.81931
1622	71044.39582
1623	71033.08416
1624	71020.82917
1625	71010.05643
1626	70993.05049
1627	70979.37059
1628	70967.42455
1629	70947.41331
1630	70937.5745
1631	70920.4408
1632	70904.9675
1633	70892.20121
1634	70878.84696
1635	70870.59215
1636	70858.15048
1637	70843.42686
1638	70833.21146
1639	70823.68414
1640	70811.27322
1641	70800.04736
1642	70787.29425
1643	70779.48195
1644	70772.49466
1645	70764.78126
1646	70753.06466
1647	70741.4964
1648	70732.3282
1649	70720.21955
1650	70714.77942
1651	70699.0518
1652	70690.03599
1653	70678.29674
1654	70671.75818
1655	70662.12407
1656	70652.21025
1657	70641.72404
1658	70624.94355
1659	70611.77962
1660	70590.49006
1661	70577.17473
1662	70559.82768
1663	70547.40191
1664	70539.00509
1665	70531.63213
1666	70519.56594
1667	70513.27892
1668	70505.65941
