iter	Passed	Remaining
384	6452	52207
385	6469	52191
386	6485	52167
387	6499	52131
388	6515	52104
389	6529	52070
390	6545	52047
391	6562	52031
392	6576	51996
393	6590	51955
394	6607	51941
395	6623	51915
396	6638	51887
397	6653	51860
398	6669	51831
399	6686	51820
400	6704	51810
401	6720	51793
402	6736	51767
403	6751	51738
404	6767	51716
405	6784	51704
406	6799	51675
407	6814	51643
408	6829	51615
409	6846	51598
410	6861	51572
411	6876	51543
412	6893	51525
413	6911	51515
414	6926	51488
415	6941	51457
416	6955	51426
417	6969	51388
418	6984	51361
419	7000	51337
420	7019	51336
421	7035	51319
422	7057	51341
423	7079	51359
424	7100	51370
425	7120	51382
426	7140	51386
427	7159	51384
428	7181	51411
429	7201	51417
430	7220	51414
431	7236	51392
432	7251	51362
433	7266	51331
434	7280	51295
435	7297	51286
436	7315	51278
437	7333	51268
438	7350	51254
439	7367	51236
440	7384	51222
441	7401	51207
442	7418	51193
443	7435	51174
444	7450	51151
445	7466	51129
446	7483	51112
447	7501	51106
448	7524	51127
449	7541	51116
450	7558	51099
451	7572	51063
452	7587	51032
453	7604	51020
454	7621	51006
455	7637	50982
456	7653	50963
457	7670	50948
458	7686	50922
459	7700	50893
460	7715	50864
461	7732	50843
462	7746	50811
463	7762	50794
464	7781	50787
465	7800	50787
466	7818	50780
467	7837	50777
468	7854	50763
469	7878	50791
470	7899	50798
471	7918	50801
472	7937	50795
473	7956	50791
474	7974	50784
475	7996	50800
476	8015	50798
477	8033	50786
478	8055	50804
479	8074	50802
480	8089	50773
481	8103	50740
482	8121	50729
483	8138	50712
484	8154	50690
485	8168	50659
486	8184	50637
487	8203	50630
488	8218	50608
489	8236	50593
490	8252	50576
491	8270	50566
492	8286	50542
493	8303	50526
494	8320	50509
495	8340	50514
496	8360	50514
497	8376	50496
498	8391	50465
499	8407	50442
500	8423	50421
501	8438	50393
502	8454	50373
503	8470	50351
504	8485	50326
505	8499	50294
506	8515	50267
507	8531	50250
508	8545	50217
509	8561	50192
510	8577	50172
511	8592	50147
512	8609	50128
513	8624	50101
514	8638	50069
515	8653	50042
516	8670	50028
517	8685	50002
518	8700	49971
519	8718	49962
520	8733	49938
521	8751	49927
522	8765	49897
523	8781	49871
524	8796	49849
525	8812	49826
526	8829	49811
527	8846	49796
528	8863	49780
529	8877	49749
530	8893	49726
531	8908	49701
532	8923	49673
533	8938	49649
534	8954	49626
535	8970	49602
536	8986	49585
537	9001	49556
538	9016	49530
539	9030	49500
540	9046	49478
541	9066	49479
542	9088	49493
543	9108	49491
544	9127	49491
545	9145	49481
546	9165	49477
547	9183	49472
548	9201	49460
549	9224	49475
550	9245	49482
551	9269	49506
552	9289	49503
553	9308	49500
554	9329	49503
555	9353	49525
556	9375	49535
557	9393	49526
558	9408	49501
559	9426	49491
560	9471	49621
561	9492	49623
562	9507	49596
563	9522	49569
564	9538	49550
565	9554	49526
566	9570	49507
567	9587	49490
568	9603	49469
569	9619	49446
570	9635	49426
571	9652	49411
572	9668	49388
573	9683	49364
574	9700	49344
575	9715	49321
576	9734	49311
577	9750	49292
578	9767	49274
579	9782	49250
580	9797	49223
581	9821	49244
582	9841	49239
583	9858	49227
584	9873	49200
585	9890	49182
586	9906	49162
587	9923	49142
588	9939	49123
589	9955	49101
590	9971	49080
591	9987	49059
592	10004	49046
593	10020	49022
594	10034	48994
595	10051	48976
596	10067	48956
597	10085	48943
598	10107	48950
599	10121	48922
600	10138	48902
601	10153	48877
602	10168	48854
603	10183	48827
604	10199	48806
605	10217	48795
606	10234	48778
607	10250	48757
608	10267	48739
609	10282	48713
610	10296	48687
611	10313	48666
612	10327	48637
613	10347	48635
614	10371	48652
615	10387	48632
616	10401	48603
617	10417	48580
618	10430	48547
619	10444	48517
620	10463	48507
621	10485	48514
622	10503	48505
623	10524	48506
624	10544	48505
625	10570	48528
626	10593	48540
627	10611	48527
628	10630	48520
629	10650	48519
630	10670	48514
631	10686	48495
632	10702	48473
633	10718	48450
634	10734	48434
635	10748	48403
636	10764	48382
637	10782	48367
638	10797	48345
639	10812	48319
640	10828	48298
641	10843	48270
642	10860	48255
643	10876	48234
644	10893	48219
645	10908	48194
646	10923	48168
647	10940	48152
648	10956	48130
649	10970	48101
650	10986	48081
651	11002	48061
652	11018	48038
653	11033	48012
654	11048	47990
655	11064	47966
656	11079	47942
657	11099	47941
658	11114	47913
659	11129	47891
660	11143	47862
661	11160	47845
662	11176	47825
663	11192	47803
664	11207	47778
665	11223	47758
666	11238	47735
667	11255	47716
668	11271	47696
669	11286	47671
670	11303	47656
671	11317	47629
672	11332	47601
673	11346	47576
674	11367	47573
675	11382	47551
676	11398	47528
677	11412	47502
678	11428	47481
679	11443	47458
680	11461	47444
681	11476	47421
682	11491	47395
683	11506	47370
684	11522	47351
685	11537	47326
686	11553	47305
687	11569	47287
688	11584	47262
689	11602	47251
690	11620	47239
691	11635	47216
692	11651	47193
693	11666	47171
694	11681	47146
695	11696	47120
696	11712	47102
697	11729	47087
698	11744	47063
699	11761	47044
700	11775	47019
701	11788	46986
702	11803	46960
703	11817	46934
704	11833	46912
705	11848	46889
706	11865	46874
707	11880	46852
708	11897	46835
709	11913	46813
710	11928	46790
711	11944	46770
712	11959	46748
713	11975	46729
714	11991	46706
715	12005	46682
716	12021	46661
717	12035	46632
718	12051	46613
719	12067	46592
720	12083	46573
721	12098	46552
722	12116	46540
723	12132	46517
724	12149	46501
725	12165	46483
726	12182	46466
727	12197	46446
728	12212	46420
729	12227	46397
730	12244	46381
731	12260	46363
732	12275	46336
733	12292	46321
734	12308	46304
735	12323	46281
736	12338	46257
737	12355	46240
738	12379	46251
739	12395	46232
740	12410	46210
741	12425	46185
742	12440	46162
743	12455	46140
744	12471	46118
745	12486	46094
746	12501	46073
747	12516	46051
748	12532	46029
749	12547	46006
750	12562	45983
751	12577	45960
752	12593	45940
753	12608	45919
754	12625	45902
755	12642	45886
756	12661	45879
757	12677	45858
758	12693	45842
759	12710	45825
760	12726	45803
761	12746	45801
762	12765	45791
763	12782	45775
764	12799	45761
765	12816	45745
766	12834	45732
767	12854	45726
768	12871	45710
769	12890	45701
770	12909	45694
771	12930	45691
772	12950	45685
773	12969	45678
774	12990	45678
775	13013	45680
776	13036	45685
777	13052	45667
778	13067	45642
779	13080	45614
780	13095	45592
781	13113	45577
782	13127	45552
783	13143	45533
784	13159	45513
785	13176	45496
786	13193	45481
787	13208	45459
788	13225	45442
789	13241	45424
790	13257	45405
791	13273	45384
792	13289	45366
793	13305	45344
794	13320	45323
795	13337	45306
796	13353	45288
797	13368	45266
798	13389	45263
799	13409	45255
800	13425	45237
801	13446	45236
802	13462	45214
803	13477	45192
804	13493	45174
805	13509	45156
806	13526	45138
807	13541	45114
808	13555	45091
809	13570	45066
810	13590	45061
811	13611	45057
812	13630	45049
813	13647	45034
814	13663	45013
815	13678	44992
816	13694	44973
817	13711	44956
818	13725	44929
819	13741	44910
820	13757	44891
821	13772	44870
822	13787	44846
823	13803	44827
824	13818	44806
825	13834	44787
826	13849	44763
827	13864	44741
828	13879	44720
829	13895	44700
830	13912	44683
831	13932	44677
832	13953	44674
833	13971	44661
834	13989	44648
835	14009	44641
836	14029	44636
837	14047	44624
838	14068	44618
839	14090	44619
840	14107	44605
841	14128	44601
842	14147	44591
843	14162	44568
844	14179	44551
845	14194	44530
846	14213	44521
847	14229	44500
848	14244	44479
849	14261	44461
850	14279	44449
851	14296	44434
852	14312	44415
853	14328	44394
854	14342	44370
855	14357	44346
856	14373	44327
857	14393	44321
858	14411	44307
859	14428	44292
860	14443	44271
861	14459	44250
862	14474	44228
863	14491	44213
864	14508	44195
865	14524	44177
866	14540	44158
867	14560	44151
868	14576	44131
869	14590	44108
870	14607	44089
871	14623	44072
872	14639	44052
873	14655	44032
874	14669	44009
875	14684	43987
876	14702	43972
877	14717	43951
878	14734	43935
879	14751	43919
880	14768	43902
881	14786	43889
882	14800	43865
883	14815	43843
884	14832	43827
885	14849	43811
886	14864	43789
887	14895	43814
888	14910	43792
889	14926	43773
890	14942	43752
891	14959	43737
892	14974	43717
893	14991	43700
894	15006	43678
895	15021	43655
896	15036	43634
897	15051	43611
898	15066	43590
899	15081	43569
900	15096	43547
901	15114	43533
902	15130	43514
903	15147	43499
904	15164	43481
905	15179	43460
906	15196	43444
907	15213	43428
908	15229	43409
909	15245	43389
910	15259	43367
911	15277	43351
912	15292	43330
913	15306	43307
914	15323	43289
915	15338	43269
916	15353	43248
917	15369	43227
918	15387	43215
919	15411	43218
920	15427	43199
921	15445	43186
922	15463	43174
923	15479	43155
924	15494	43132
925	15511	43117
926	15526	43095
927	15542	43077
928	15557	43055
929	15576	43044
930	15593	43028
931	15608	43006
932	15623	42984
933	15639	42967
934	15655	42946
935	15669	42923
936	15685	42904
937	15698	42879
938	15716	42865
939	15731	42844
940	15746	42822
941	15762	42802
942	15778	42783
943	15793	42763
944	15808	42742
945	15824	42723
946	15840	42704
947	15856	42684
948	15871	42664
949	15887	42645
950	15903	42625
951	15916	42601
952	15933	42585
953	15949	42565
954	15965	42545
955	15979	42522
956	15994	42502
957	16010	42484
958	16026	42464
959	16041	42443
960	16057	42424
961	16073	42406
962	16088	42385
963	16104	42365
964	16118	42341
965	16134	42323
966	16150	42304
967	16170	42296
968	16185	42276
969	16200	42255
970	16216	42235
971	16231	42216
972	16246	42192
973	16261	42174
974	16278	42157
975	16294	42138
976	16309	42117
977	16325	42099
978	16341	42081
979	16358	42064
980	16373	42042
981	16388	42023
982	16402	41999
983	16427	42004
984	16445	41990
985	16460	41970
986	16476	41951
987	16493	41934
988	16510	41918
989	16527	41903
990	16543	41885
991	16558	41864
992	16573	41843
993	16588	41822
994	16606	41808
995	16630	41809
996	16647	41793
997	16665	41779
998	16681	41761
999	16696	41741
1000	16712	41722
1001	16727	41702
1002	16743	41683
1003	16760	41667
1004	16775	41646
1005	16789	41624
1006	16805	41606
1007	16822	41588
1008	16837	41569
1009	16852	41547
1010	16866	41525
1011	16882	41504
1012	16897	41483
1013	16913	41467
1014	16928	41446
1015	16945	41430
1016	16963	41415
1017	16978	41396
1018	16995	41378
1019	17011	41362
1020	17029	41347
1021	17044	41326
1022	17060	41308
1023	17076	41290
1024	17091	41270
1025	17107	41250
1026	17122	41231
1027	17138	41212
1028	17152	41190
1029	17172	41181
1030	17189	41163
1031	17204	41143
1032	17220	41125
1033	17235	41106
1034	17252	41088
1035	17266	41065
1036	17281	41046
1037	17297	41027
1038	17312	41006
1039	17328	40988
1040	17346	40974
1041	17368	40970
1042	17386	40957
1043	17409	40955
1044	17431	40952
1045	17454	40949
1046	17476	40945
1047	17499	40943
1048	17523	40944
1049	17551	40953
1050	17572	40945
1051	17592	40937
1052	17614	40932
1053	17633	40922
1054	17654	40914
1055	17671	40897
1056	17687	40880
1057	17704	40865
1058	17723	40852
1059	17743	40843
1060	17762	40832
1061	17782	40822
1062	17799	40806
1063	17815	40787
1064	17830	40767
1065	17845	40747
1066	17862	40729
1067	17876	40707
1068	17891	40686
1069	17906	40666
1070	17920	40642
1071	17936	40623
1072	17949	40600
1073	17964	40579
1074	17979	40559
1075	17995	40539
1076	18009	40518
1077	18025	40498
1078	18040	40478
1079	18056	40459
1080	18071	40438
1081	18087	40421
1082	18103	40401
1083	18117	40380
1084	18133	40360
1085	18147	40338
1086	18163	40321
1087	18181	40306
1088	18197	40289
1089	18213	40269
1090	18228	40250
1091	18243	40230
1092	18259	40211
1093	18276	40194
1094	18292	40177
1095	18309	40161
1096	18325	40143
1097	18340	40120
1098	18354	40098
1099	18369	40078
1100	18385	40061
1101	18402	40044
1102	18418	40025
1103	18436	40011
1104	18453	39996
1105	18469	39977
1106	18483	39956
1107	18500	39940
1108	18516	39920
1109	18531	39900
1110	18546	39879
1111	18561	39861
1112	18576	39841
1113	18593	39823
1114	18609	39806
1115	18625	39788
1116	18642	39771
1117	18658	39753
1118	18673	39732
1119	18689	39715
1120	18705	39697
1121	18722	39680
1122	18739	39664
1123	18754	39643
1124	18768	39622
1125	18782	39599
1126	18797	39580
1127	18814	39563
1128	18829	39543
1129	18843	39521
1130	18860	39504
1131	18876	39486
1132	18891	39467
1133	18906	39446
1134	18923	39430
1135	18938	39410
1136	18953	39389
1137	18967	39369
1138	18982	39347
1139	18996	39327
1140	19014	39312
1141	19029	39291
1142	19045	39273
1143	19062	39257
1144	19078	39240
1145	19093	39220
1146	19107	39198
1147	19123	39179
1148	19139	39161
1149	19156	39145
1150	19172	39127
1151	19190	39113
1152	19204	39092
1153	19222	39077
1154	19238	39060
1155	19257	39047
1156	19272	39027
1157	19287	39008
1158	19303	38989
1159	19319	38972
1160	19336	38955
1161	19351	38935
1162	19366	38916
1163	19382	38898
1164	19399	38881
1165	19417	38867
1166	19431	38845
1167	19446	38827
1168	19470	38823
1169	19488	38810
1170	19504	38791
1171	19519	38772
1172	19534	38752
1173	19549	38733
1174	19565	38715
1175	19581	38695
1176	19597	38679
1177	19613	38661
1178	19630	38644
1179	19652	38639
1180	19672	38628
1181	19690	38614
1182	19705	38594
1183	19720	38574
1184	19735	38555
1185	19749	38534
1186	19765	38515
1187	19779	38492
1188	19794	38473
1189	19809	38453
1190	19822	38430
1191	19837	38409
1192	19851	38388
1193	19865	38367
1194	19880	38346
1195	19895	38327
1196	19911	38308
1197	19927	38291
1198	19944	38275
1199	19963	38263
1200	19979	38246
1201	19997	38231
1202	20013	38212
1203	20028	38192
1204	20042	38173
1205	20059	38155
1206	20073	38135
1207	20089	38117
1208	20104	38097
1209	20120	38078
1210	20135	38059
1211	20150	38039
1212	20166	38022
1213	20180	38000
1214	20196	37982
1215	20213	37966
1216	20227	37946
1217	20244	37929
1218	20260	37911
1219	20277	37894
1220	20293	37878
1221	20308	37858
1222	20323	37838
1223	20337	37817
1224	20354	37800
1225	20369	37780
1226	20385	37764
1227	20400	37744
1228	20415	37724
1229	20429	37703
1230	20446	37687
1231	20465	37675
1232	20485	37664
1233	20500	37645
1234	20515	37624
1235	20529	37603
1236	20545	37587
1237	20561	37568
1238	20577	37550
1239	20592	37531
1240	20608	37513
1241	20623	37493
1242	20638	37474
1243	20653	37455
1244	20669	37437
1245	20685	37419
1246	20701	37401
1247	20717	37384
1248	20731	37363
1249	20746	37343
1250	20760	37322
1251	20775	37302
1252	20793	37289
1253	20812	37276
1254	20831	37264
1255	20854	37258
1256	20872	37245
1257	20893	37236
1258	20911	37222
1259	20930	37209
1260	20954	37206
1261	20973	37193
1262	20995	37186
1263	21010	37166
1264	21025	37147
1265	21040	37128
1266	21055	37108
1267	21069	37087
1268	21085	37069
1269	21098	37047
1270	21115	37030
1271	21129	37010
1272	21145	36992
1273	21161	36974
1274	21177	36957
1275	21194	36940
1276	21211	36925
1277	21228	36909
1278	21245	36893
1279	21261	36874
1280	21277	36857
1281	21291	36836
1282	21306	36817
1283	21321	36798
1284	21338	36782
1285	21353	36763
1286	21368	36743
1287	21384	36725
1288	21399	36706
1289	21413	36685
1290	21431	36670
1291	21446	36652
1292	21461	36632
1293	21480	36619
1294	21499	36606
1295	21515	36589
1296	21529	36567
1297	21544	36549
1298	21559	36529
1299	21573	36508
1300	21591	36495
1301	21608	36479
1302	21625	36463
1303	21640	36444
1304	21655	36423
1305	21670	36404
1306	21686	36387
1307	21702	36369
1308	21718	36353
1309	21734	36334
1310	21751	36318
1311	21766	36299
1312	21780	36278
1313	21795	36260
1314	21811	36241
1315	21825	36221
1316	21840	36201
1317	21855	36182
1318	21870	36163
1319	21885	36144
1320	21902	36127
1321	21916	36107
1322	21933	36091
1323	21948	36072
1324	21963	36053
1325	21979	36035
1326	21994	36016
1327	22009	35997
1328	22025	35979
1329	22042	35963
1330	22056	35943
1331	22072	35926
1332	22087	35906
1333	22102	35887
1334	22118	35869
1335	22133	35850
1336	22150	35834
1337	22166	35816
1338	22180	35796
1339	22195	35777
1340	22210	35759
1341	22228	35744
1342	22242	35724
1343	22257	35705
1344	22273	35686
1345	22287	35666
1346	22303	35649
1347	22320	35633
1348	22333	35610
1349	22347	35590
1350	22365	35576
1351	22387	35567
1352	22407	35556
1353	22431	35551
1354	22452	35542
1355	22470	35528
1356	22494	35523
1357	22518	35518
1358	22536	35505
1359	22558	35496
1360	22576	35482
1361	22596	35471
1362	22615	35457
1363	22634	35445
1364	22655	35434
1365	22676	35425
1366	22698	35417
1367	22717	35404
1368	22733	35387
1369	22751	35373
1370	22768	35357
1371	22785	35341
1372	22801	35322
1373	22816	35304
1374	22833	35287
1375	22848	35268
1376	22862	35248
1377	22878	35230
1378	22893	35212
1379	22908	35192
1380	22922	35171
1381	22936	35151
1382	22950	35131
1383	22964	35110
1384	22978	35089
1385	22995	35073
1386	23010	35055
1387	23025	35035
1388	23040	35016
1389	23055	34998
1390	23069	34978
1391	23085	34959
1392	23101	34942
1393	23118	34925
1394	23132	34906
1395	23149	34889
1396	23165	34872
1397	23181	34854
1398	23196	34835
1399	23211	34817
1400	23227	34799
1401	23243	34782
1402	23259	34765
1403	23274	34746
1404	23289	34726
1405	23303	34706
1406	23318	34688
1407	23334	34670
1408	23349	34651
1409	23363	34631
1410	23379	34613
1411	23394	34594
1412	23409	34576
1413	23425	34558
1414	23441	34541
1415	23455	34520
1416	23470	34501
1417	23484	34481
1418	23506	34472
1419	23522	34455
1420	23537	34436
1421	23552	34417
1422	23569	34401
1423	23584	34382
1424	23601	34367
1425	23617	34349
1426	23634	34334
1427	23653	34320
1428	23668	34301
1429	23683	34283
1430	23697	34263
1431	23713	34245
1432	23728	34226
1433	23744	34209
1434	23759	34190
1435	23772	34168
1436	23788	34151
1437	23801	34130
1438	23816	34110
1439	23832	34094
1440	23849	34078
1441	23867	34063
1442	23885	34048
1443	23899	34028
1444	23915	34012
1445	23931	33994
1446	23946	33974
1447	23960	33955
1448	23976	33937
1449	23991	33919
1450	24006	33900
1451	24022	33882
1452	24037	33864
1453	24051	33844
1454	24067	33827
1455	24084	33810
1456	24099	33792
1457	24115	33775
1458	24132	33759
1459	24148	33741
1460	24164	33724
1461	24181	33708
1462	24200	33694
1463	24214	33675
1464	24231	33659
1465	24251	33648
1466	24268	33631
1467	24288	33619
1468	24308	33608
1469	24327	33595
1470	24345	33580
1471	24363	33566
1472	24382	33552
1473	24397	33534
1474	24419	33525
1475	24438	33512
1476	24456	33496
1477	24472	33480
1478	24486	33460
1479	24501	33440
1480	24522	33430
1481	24539	33414
1482	24555	33397
1483	24571	33379
1484	24586	33361
1485	24602	33343
1486	24617	33325
1487	24632	33307
1488	24647	33287
1489	24661	33268
1490	24679	33253
1491	24695	33236
1492	24711	33218
1493	24727	33201
1494	24741	33182
1495	24757	33164
1496	24773	33147
1497	24788	33129
1498	24805	33113
1499	24820	33094
1500	24836	33076
1501	24852	33059
1502	24867	33041
1503	24882	33021
1504	24899	33006
1505	24915	32989
1506	24931	32972
1507	24945	32952
1508	24960	32933
1509	24977	32917
1510	24997	32905
1511	25015	32890
1512	25032	32874
1513	25048	32858
1514	25063	32839
1515	25080	32822
1516	25096	32805
1517	25110	32785
1518	25125	32767
1519	25140	32748
1520	25155	32730
1521	25170	32711
1522	25185	32693
1523	25200	32674
1524	25216	32657
1525	25232	32640
1526	25247	32621
1527	25261	32602
1528	25278	32585
1529	25295	32570
1530	25311	32552
1531	25327	32535
1532	25342	32516
1533	25357	32498
1534	25372	32479
1535	25389	32463
1536	25405	32447
1537	25420	32428
1538	25436	32410
1539	25451	32393
1540	25467	32375
1541	25481	32356
1542	25496	32337
1543	25512	32319
1544	25533	32309
1545	25547	32290
1546	25563	32272
1547	25578	32253
1548	25593	32235
1549	25610	32219
1550	25625	32201
1551	25642	32185
1552	25656	32165
1553	25670	32145
1554	25686	32128
1555	25706	32115
1556	25724	32101
1557	25743	32088
1558	25762	32074
1559	25776	32055
1560	25793	32038
1561	25807	32020
1562	25822	32001
1563	25838	31983
1564	25854	31967
1565	25871	31951
1566	25887	31934
1567	25903	31917
1568	25919	31899
1569	25935	31882
1570	25951	31865
1571	25965	31845
1572	25979	31826
1573	25995	31808
1574	26012	31792
1575	26028	31775
1576	26042	31756
1577	26059	31739
1578	26074	31722
1579	26091	31705
1580	26108	31690
1581	26122	31670
1582	26137	31652
1583	26153	31635
1584	26169	31618
1585	26186	31602
1586	26202	31585
1587	26219	31568
1588	26234	31550
1589	26250	31533
1590	26267	31517
1591	26282	31498
1592	26300	31485
1593	26316	31468
1594	26331	31449
1595	26346	31430
1596	26363	31415
1597	26378	31396
1598	26394	31379
1599	26408	31360
1600	26424	31342
1601	26438	31323
1602	26454	31305
1603	26469	31288
1604	26484	31269
1605	26498	31249
1606	26515	31234
1607	26535	31222
1608	26555	31209
1609	26571	31192
1610	26585	31173
1611	26599	31154
1612	26613	31134
1613	26632	31120
1614	26648	31103
1615	26665	31087
1616	26681	31070
1617	26698	31054
1618	26714	31037
1619	26730	31020
1620	26746	31003
1621	26761	30984
1622	26776	30967
1623	26792	30950
1624	26808	30932
1625	26823	30915
1626	26839	30897
1627	26855	30880
1628	26872	30864
1629	26887	30846
1630	26903	30829
1631	26919	30811
1632	26933	30793
1633	26954	30782
1634	26970	30764
1635	26988	30749
1636	27003	30731
1637	27018	30713
1638	27034	30696
1639	27051	30679
1640	27064	30660
1641	27081	30643
1642	27095	30625
1643	27110	30606
1644	27130	30593
1645	27156	30588
1646	27177	30576
1647	27193	30559
1648	27213	30547
1649	27236	30538
1650	27254	30523
1651	27274	30510
1652	27297	30501
1653	27313	30483
1654	27333	30471
1655	27352	30457
1656	27372	30445
1657	27392	30432
1658	27411	30418
1659	27431	30405
1660	27445	30386
1661	27459	30367
1662	27474	30349
1663	27488	30330
1664	27504	30313
1665	27520	30296
1666	27540	30282
1667	27560	30270
1668	27576	30253
